Ville,Évènements,Date,Victimes,Capture,Comment
Bohorodychne,Combats,"21,06,2022",,Ukraine,
Syrotyne,Combats,"21,06,2022",,Ukraine,
Mykolaivka,Artillerie russe,"21,06,2022",,Ukraine,
Pokrovske,Artillerie russe,"21,06,2022",,Ukraine,
Bilohorivka B,Artillerie russe,"21,06,2022",,Ukraine,
Dementiivka,Artillerie russe,"21,06,2022",,Ukraine,
Petrivka,Artillerie russe,"21,06,2022",,Ukraine,kharkiv
Verkhnii Saltiv,Artillerie russe,"21,06,2022",,Ukraine,
Rubizhne K,Artillerie russe,"21,06,2022",,Ukraine,
Kozacha Lopan,Artillerie Ukrainienne,"21,06,2022",,Russie,
Mali Prokhody,Artillerie Ukrainienne,"21,06,2022",,Russie,kharkiv
île des serpents,Bombardement,"21,06,2022",,Russie,
Kyselivka,Combats,"22,06,2022",,Ukraine,
Pavlivka,Combats,"22,06,2022",,Ukraine,Donestk
Yehorivka,Combats,"22,06,2022",,Inconnu,Donestk
Myrna Dolyna,Combats,"22,06,2022",,Russie,
Podilsne,Combats,"22,06,2022",,Russie,proche lysychansk
Nova Dmytrivka,Artillerie russe,"22,06,2022",,Ukraine,
Ivanivka,Artillerie russe,"22,06,2022",,Ukraine,
Kurulka,Artillerie russe,"22,06,2022",,Ukraine,
Adamivka,Artillerie russe,"22,06,2022",,Ukraine,
Lysychansk,Artillerie russe,"22,06,2022",,Ukraine,
Severodonetsk,Combats,"22,06,2022",,Contesté,
Katerynivka,Combats,"22,06,2022",,Ukraine,
Semyhirya,Combats,"22,06,2022",,Ukraine,
Pravdyne,Combats,"22,06,2022",,,
Orikhove,Combats,"22,06,2022",,Russie,
Hirsk,Combats,"22,06,2022",,Inconnu,
Loskutivka,Combats,"23,06,2022",,Russie,
Rai-Oleksandrivka,Combats,"23,06,2022",,Russie,
Zolote,Combats,"23,06,2022",,Inconnu,
Katerynivka,Combats,"23,06,2022",,Contesté,
Dmytrivka,Combats,"23,06,2022",,Russie,
Vovchoyarivka,Combats,"23,06,2022",,Contesté,
Ustynivka,Combats,"23,06,2022",,Inconnu,
Lysychansk,Combats,"23,06,2022",,Ukraine,
Bakhmut,Artillerie russe,"23,06,2022",,Ukraine,
Syrotyne,Artillerie russe,"23,06,2022",,Ukraine,
Lysychansk,Artillerie russe,"23,06,2022",,Ukraine,
Voronove,Artillerie russe,"23,06,2022",,Ukraine,
Myrna Dolyna,Artillerie russe,"23,06,2022",,Ukraine,
Borivske,Combats,"23,06,2022",,Ukraine,
Mykolaivka,Combats,"23,06,2022",,Russie,
Vershyna,Combats,"23,06,2022",,Ukraine,
Hirsk,Combats,"23,06,2022",,Contesté,
Berestov,Artillerie russe,"23,06,2022",,Ukraine,
Klynove,Artillerie russe,"23,06,2022",,Ukraine,
Novoluhanske,Artillerie russe,"23,06,2022",,Ukraine,
Pokrovske,Artillerie russe,"23,06,2022",,Ukraine,
Kodema,Artillerie russe,"23,06,2022",,Ukraine,
Pavlivka,Artillerie russe,"23,06,2022",,Ukraine,
Vuhledar,Artillerie russe,"23,06,2022",,Ukraine,
Hirsk,Combats,"24,06,2022",,Russie,
Zolote,Combats,"24,06,2022",,Russie,
Borivske,Combats,"24,06,2022",,Ukraine,
Severodonetsk,Combats,"24,06,2022",,Contesté,
Lysychansk,Bombardement,"24,06,2022",,Ukraine,
Vovchoyarivka,Artillerie russe,"24,06,2022",,Ukraine,
Spirne,Artillerie russe,"24,06,2022",,Ukraine,
Mykolaivka,Artillerie russe,"24,06,2022",,Ukraine,
Berestov,Artillerie russe,"24,06,2022",,Ukraine,
Bila Hora,Artillerie russe,"24,06,2022",,Ukraine,
Myrna Dolyna,Combats,"24,06,2022",,Russie,
Petrivske,Artillerie russe,"24,06,2022",,Ukraine,
Chernova Polyana,Artillerie russe,"24,06,2022",,Ukraine,
Chervone,Artillerie russe,"24,06,2022",,Ukraine,
Ridne,Artillerie russe,"24,06,2022",,Ukraine,
Kurulka,Artillerie russe,"24,06,2022",,Ukraine,
Krasnopillya,Artillerie russe,"24,06,2022",,Ukraine,
Bohorodychne,Artillerie russe,"24,06,2022",,Ukraine,
Pravdyne,Combats,"24,06,2022",,Contesté,
Soldatske,Combats,"24,06,2022",,Ukraine,
Posad-Pokrovske,Combats,"24,06,2022",,Ukraine,
Hirsk,Combats,"25,06,2022",,Russie,
Severodonetsk,Combats,"25,06,2022",,Russie,
Pokrovske,Combats,"25,06,2022",,Ukraine,
Volodymyrivka,Combats,"25,06,2022",,Russie,
Olhyne,Mouvement de troupes,"25,06,2022",,Abandonné,
Sloviansk,Aéronef abattu,"24,06,2022",,Ukraine,
Novopil,Artillerie russe,"23,06,2022",,Ukraine,front sud
Novosilka,Combats,"23,06,2022",,Ukraine,front sud
Vremivka,Combats,"23,06,2022",,Ukraine,front sud
Neskuchne,Combats,"23,06,2022",,Ukraine,front sud
Shevchenke,Combats,"23,06,2022",,Contesté,
Pavlivka,Artillerie russe,"23,06,2022",,Ukraine,
Vuhledar,Artillerie russe,"23,06,2022",,Ukraine,
Prechystivka,Artillerie russe,"23,06,2022",,Ukraine,front sud
Bohorodychne,Combats,"25,06,2022",,Ukraine,
Mazanivka,Combats,"25,06,2022",,Ukraine,
Mayake,Artillerie russe,"25,06,2022",,Ukraine,
Pyskunivka,Artillerie russe,"25,06,2022",,Ukraine,kramatorsk
Siversk,Artillerie russe,"25,06,2022",,Ukraine,kramatorsk
Vovchoyarivka,Artillerie russe,"25,06,2022",,Ukraine,
Loskutivka,Artillerie russe,"25,06,2022",,Ukraine,
Bila Hora,Artillerie russe,"25,06,2022",,Ukraine,
Verkhnokamyanka,Artillerie russe,"25,06,2022",,Ukraine,lysychansk
Verkhnyokamyanske ,Artillerie russe,"25,06,2022",,Ukraine,lysychansk
Vyimka ,Artillerie russe,"25,06,2022",,Ukraine,lysychansk
Zolotarivka ,Artillerie russe,"25,06,2022",,Ukraine,lysychansk
Kostiantynivka,Artillerie russe,"25,06,2022",,Ukraine,
Pokrovske,Artillerie russe,"25,06,2022",,Ukraine,
Mykolaivka,Artillerie russe,"25,06,2022",,Ukraine,
Vershyna,Artillerie russe,"25,06,2022",,Ukraine,
Berestov,Artillerie russe,"25,06,2022",,Ukraine,
Zaitseve,Artillerie russe,"25,06,2022",,Ukraine,bakhmut
Klynove,Artillerie russe,"25,06,2022",,Ukraine,
New York,Artillerie russe,"25,06,2022",,Ukraine,
Volodymyrivka,Artillerie russe,"25,06,2022",,Ukraine,
Ivano-Daryivka,Artillerie russe,"25,06,2022",,Ukraine,bakhmut
Svatove,Bombardement,"25,06,2022",,Russie,donetsk ?
Pokrovske,Combats,"25,06,2022",,Ukraine,
New York,Combats,"25,06,2022",,Ukraine,
Marinka,Combats,"25,06,2022",,Ukraine,
Vysokopillya,Combats,"26,06,2022",,Ukraine,
Hrushuvakha,Artillerie russe,"26,06,2022",,Ukraine,
Virnopillya,Artillerie russe,"26,06,2022",,Ukraine,
Nova Dmytrivka,Artillerie russe,"26,06,2022",,Ukraine,
Vesele,Artillerie russe,"26,06,2022",,Ukraine,
Dibrovne,Artillerie russe,"26,06,2022",,Ukraine,
Mazanivka,Combats,"26,06,2022",,Ukraine,
Dovgenke,Artillerie russe,"26,06,2022",,Ukraine,
Kurulka,Artillerie russe,"26,06,2022",,Ukraine,
Khrestyshche,Artillerie russe,"26,06,2022",,Ukraine,Izyum
Novopavlivka,Artillerie russe,"26,06,2022",,Ukraine,Izyum
Adamivka,Artillerie russe,"26,06,2022",,Ukraine,
Krasnopillya,Artillerie russe,"26,06,2022",,Ukraine,
Bohorodychne,Artillerie russe,"26,06,2022",,Ukraine,
Mayake,Artillerie russe,"26,06,2022",,Ukraine,
Pyskunivka,Artillerie russe,"26,06,2022",,Ukraine,
Verkhnokamyanka,Artillerie russe,"26,06,2022",,Ukraine,
Zolotarivka ,Artillerie russe,"26,06,2022",,Ukraine,
Siversk,Artillerie russe,"26,06,2022",,Ukraine,
Vovchoyarivka,Artillerie russe,"26,06,2022",,Ukraine,
Vyyimka,Artillerie russe,"26,06,2022",,Ukraine,lysychansk
Verkhnokamyanske,Artillerie russe,"26,06,2022",,Ukraine,lysychansk
Bila Hora,Artillerie russe,"26,06,2022",,Contesté,
Loskutivka,Artillerie Ukrainienne,"26,06,2022",,Russie,
Lysychansk,Combats,"26,06,2022",,Ukraine,
Bilohirya,Artillerie russe,"26,06,2022",,Ukraine,zaporizhia
Hulyapilske,Artillerie russe,"26,06,2022",,Ukraine,zaporizhia
Hulyaipole,Artillerie russe,"26,06,2022",,Ukraine,
Chervone,Artillerie russe,"26,06,2022",,Ukraine,
Malynivka,Artillerie russe,"26,06,2022",,Ukraine,
Novopil,Artillerie russe,"26,06,2022",,Ukraine,
Novosilka,Artillerie russe,"26,06,2022",,Ukraine,
Zelene Pole,Artillerie russe,"26,06,2022",,Ukraine,
Velyka Novosilka,Artillerie russe,"26,06,2022",,Ukraine,sud donetsk
Zoleta Nyva,Artillerie russe,"26,06,2022",,Ukraine,sud donetsk
Prechystivka,Artillerie russe,"26,06,2022",,Ukraine,
Shevchenke,Artillerie russe,"26,06,2022",,Ukraine,
Pavlivka,Artillerie russe,"26,06,2022",,Ukraine,
Volodymyrivka,Artillerie russe,"26,06,2022",,Inconnu,
Shevchenke,Combats,"26,06,2022",,Ukraine,
Novomaiorske,Combats,"26,06,2022",,Ukraine,sud donetsk
Yehorivka,Combats,"26,06,2022",,Ukraine,
Kyiv,Bombardement,"26,06,2022",,Ukraine,
Cherkassy,Bombardement,"26,06,2022",,Ukraine,
Mykolaïv,Bombardement,"26,06,2022",,Ukraine,
île des serpents,Artillerie Ukrainienne,"26,06,2022",,Russie,
Dementiivka,Combats,"27,06,2022",,Ukraine,
Pytomnyk,Combats,"27,06,2022",,Ukraine,
Ruska Lozova,Artillerie russe,"27,06,2022",,Ukraine,
Kharkiv,Artillerie russe,"27,06,2022",,Ukraine,
Zamulivka,Artillerie russe,"27,06,2022",,Ukraine,kharkiv
Fedorivka,Artillerie russe,"27,06,2022",,Ukraine,
Shestakove,Artillerie russe,"27,06,2022",,Ukraine,
Peremoha,Artillerie russe,"27,06,2022",,Ukraine,
Ukrainka,Artillerie russe,"27,06,2022",,Ukraine,kharkiv
chuhuiv,Artillerie russe,"27,06,2022",,Ukraine,
Vesele,Artillerie russe,"27,06,2022",,Ukraine,
Avdiyivka,Artillerie russe,"27,06,2022",,Ukraine,
Krasnohorivka,Artillerie russe,"27,06,2022",,Ukraine,
Marinka,Combats,"27,06,2022",,Ukraine,
Prechystivka,Artillerie russe,"27,06,2022",,Ukraine,
Shevchenke,Artillerie russe,"27,06,2022",,Ukraine,
Pavlivka,Artillerie russe,"27,06,2022",,Ukraine,
Vuhledar,Artillerie russe,"27,06,2022",,Ukraine,
Dovgenke,Combats,"27,06,2022",,Inconnu,
Mazanivka,Combats,"27,06,2022",,Ukraine,
Dolyna,Combats,"27,06,2022",,Ukraine,
Kurulka,Artillerie russe,"27,06,2022",,Ukraine,
Khrestyshche,Artillerie russe,"27,06,2022",,Ukraine,
Adamivka,Artillerie russe,"27,06,2022",,Ukraine,
Bohorodychne,Artillerie russe,"27,06,2022",,Inconnu,
Mayake,Artillerie russe,"27,06,2022",,Ukraine,
Rayhorodok,Artillerie russe,"27,06,2022",,Ukraine,Sloviansk
Verkhnokamyanka,Combats,"27,06,2022",,Ukraine,
Vovchoyarivka,Combats,"27,06,2022",,Ukraine,
Spirne,Combats,"27,06,2022",,Ukraine,
Berestov,Combats,"27,06,2022",,Ukraine,
Bilohorivka B,Combats,"27,06,2022",,Ukraine,
Yakovlivka,Combats,"27,06,2022",,Ukraine,
Pokrovske,Artillerie russe,"27,06,2022",,Ukraine,
Klynove,Combats,"27,06,2022",,Ukraine,
Vershyna,Combats,"27,06,2022",,Ukraine,
Zaytseve,Combats,"27,06,2022",,Ukraine,
Loskutivka,Combats,"27,06,2022",,Inconnu,
Stepova Dolyna,Artillerie russe,"27,06,2022",,Ukraine,mykolaiv
Kvitneve,Artillerie russe,"27,06,2022",,Ukraine,mykolaiv
Partyzanske,Artillerie russe,"27,06,2022",,Ukraine,mykolaiv
Knyazivka,Artillerie russe,"27,06,2022",,Ukraine,kherson
Potomkyne,Artillerie russe,"27,06,2022",,Ukraine,kherson
Velyka Kostromka,Artillerie russe,"27,06,2022",,Ukraine,kherson
Zelenyi Hai,Combats,"27,06,2022",,Ukraine,kherson
Barvinok,Combats,"27,06,2022",,Ukraine,kherson
Mykolaivka,Combats,"26,06,2022",,Ukraine,
Lysychansk,Artillerie russe,"27,06,2022",,Ukraine,
Alchevsk,Artillerie Ukrainienne,"27,06,2022",,Russie,Luhansk
Myrne,Artillerie russe,"27,06,2022",,Ukraine,mykolaiv
île des serpents,Artillerie Ukrainienne,"27,06,2022",,Russie,
Zymohiria,Artillerie Ukrainienne,"27,06,2022",,Russie,Luhansk
Kremenchuk,Bombardement,"27,06,2022",,Ukraine,
Mykolaïv,Bombardement,"28,06,2022",,Ukraine,
Ochakiv,Bombardement,"28,06,2022",,Ukraine,mykolaiv
Perevalsk,Artillerie Ukrainienne,"28,06,2022",,Russie,luhansk
Vovchoyarivka,Combats,"28,06,2022",,Inconnu,
Loskutivka,Combats,"28,06,2022",,Russie,
Bila Hora,Combats,"28,06,2022",,Russie,
Myrna Dolyna,Combats,"28,06,2022",,Russie,
Pryvillya,Combats,"28,06,2022",,Inconnu,
Lysychansk,Mouvement de troupes,"28,06,2022",,Ukraine,
Berdiansk,Bombardement,"28,06,2022",,Russie,
Kharkiv,Artillerie russe,"28,06,2022",,Ukraine,
Dementiivka,Combats,"28,06,2022",,Ukraine,
Dovhalivka,Combats,"28,06,2022",,Ukraine,kharkiv
Zalyman,Combats,"28,06,2022",,Ukraine,kharkiv
Dolyna,Combats,"28,06,2022",,Ukraine,
Mazanivka,Combats,"28,06,2022",,Ukraine,
Spirne,Combats,"28,06,2022",,Ukraine,
Myronivka,Combats,"28,06,2022",,Ukraine,sud donbas
Pavlivka,Combats,"28,06,2022",,Inconnu,
Oleksandrivka,Combats,"28,06,2022",,Inconnu,
Chornobaivka,Artillerie Ukrainienne,"28,06,2022",,Russie,
Verkhnokamyanka,Combats,"29,06,2022",,Ukraine,
île des serpents,Bombardement,"29,06,2022",,Russie,
Snihurivka,Bombardement,"28,06,2022",,Russie,
Kryvyi Rih,Bombardement,"28,06,2022",,Russie,
Beryslav,Bombardement,"28,06,2022",,Russie,sud
Krasnopillya,Combats,"29,06,2022",,Ukraine,
Bohorodychne,Combats,"29,06,2022",,Contesté,
Lysychansk,Combats,"29,06,2022",,Ukraine,
Vovchoyarivka,Combats,"29,06,2022",,Ukraine,
Klynove,Combats,"29,06,2022",,Contesté,
Midna Ruda,Combats,"29,06,2022",,Russie,
Chepil,Artillerie russe,"28,06,2022",,Ukraine,
Hrushuvakha,Artillerie russe,"28,06,2022",,Ukraine,
Velyka Komyshuvakha,Artillerie russe,"28,06,2022",,Ukraine,
Barvinkove,Artillerie russe,"28,06,2022",,Ukraine,
Kurulka,Artillerie russe,"28,06,2022",,Ukraine,
Dibrovne,Artillerie russe,"28,06,2022",,Ukraine,
Krasnopillya,Artillerie russe,"28,06,2022",,Ukraine,
Bohorodychne,Artillerie russe,"28,06,2022",,Ukraine,
Adamivka,Artillerie russe,"28,06,2022",,Ukraine,
Mayake,Artillerie russe,"28,06,2022",,Ukraine,
Sloviansk,Artillerie russe,"28,06,2022",,Ukraine,
Zvanivka,Artillerie russe,"28,06,2022",,Ukraine,lysychansk
Pereizne,Artillerie russe,"28,06,2022",,Ukraine,lysychansk
Vyimka ,Artillerie russe,"28,06,2022",,Ukraine,
Serebryanka,Artillerie russe,"28,06,2022",,Ukraine,
Lysychansk,Artillerie russe,"28,06,2022",,Ukraine,
Zolotarivka ,Artillerie russe,"28,06,2022",,Ukraine,
Vovchoyarivka,Artillerie russe,"28,06,2022",,Ukraine,
Berestov,Artillerie russe,"28,06,2022",,Ukraine,
Bilohorivka B,Artillerie russe,"28,06,2022",,Ukraine,
Bakhmut,Artillerie russe,"28,06,2022",,Ukraine,
Klynove,Artillerie russe,"28,06,2022",,Ukraine,
Vershyna,Artillerie russe,"28,06,2022",,Ukraine,
Novoluhanske,Artillerie russe,"28,06,2022",,Ukraine,
Travneve,Artillerie russe,"28,06,2022",,Ukraine,
Zaitseve,Artillerie russe,"28,06,2022",,Ukraine,
Husarivka,Artillerie russe,"29,06,2022",,Ukraine,
Hrushuvakha,Artillerie russe,"29,06,2022",,Ukraine,
Dovgenke,Artillerie russe,"29,06,2022",,Ukraine,
Dolyna,Artillerie russe,"29,06,2022",,Ukraine,
Mykilske,Artillerie russe,"29,06,2022",,Ukraine,
Tetyanivka,Artillerie russe,"29,06,2022",,Ukraine,
Bohorodychne,Artillerie russe,"29,06,2022",,Ukraine,
Siversk,Artillerie russe,"29,06,2022",,Ukraine,
Ivano-Daryivka,Artillerie russe,"29,06,2022",,Ukraine,
Vyimka ,Artillerie russe,"29,06,2022",,Ukraine,
Rozdolivka,Artillerie russe,"29,06,2022",,Ukraine,lysychansk
Berestov,Combats,"29,06,2022",,Ukraine,
Spirne,Combats,"29,06,2022",,Ukraine,
Verkhnokamyanka,Combats,"29,06,2022",,Ukraine,
Lysychansk,Artillerie russe,"29,06,2022",,Ukraine,
Kursk,Incident,"28,06,2022",,Russie,
Privillya,Combats,"29,06,2022",,Inconnu,lysychansk
Mykolaïv,Bombardement,"29,06,2022",,Ukraine,
Shcherbaky,Artillerie russe,"30,06,2022",,Ukraine,
Orikhiv,Artillerie russe,"30,06,2022",,Ukraine,
Poltavka,Artillerie russe,"30,06,2022",,Ukraine,
Novosilka,Artillerie russe,"30,06,2022",,Ukraine,
Pavlivka,Combats,"30,06,2022",,Ukraine,
Vuhledar,Artillerie russe,"30,06,2022",,Ukraine,
Novoukrainka,Artillerie russe,"30,06,2022",,Ukraine,proche vuhledar
Marinka,Artillerie russe,"30,06,2022",,Ukraine,
Dibrovne,Artillerie russe,"30,06,2022",,Ukraine,
Mazanivka,Artillerie russe,"30,06,2022",,Ukraine,
Krasnopillya,Artillerie russe,"30,06,2022",,Ukraine,
Zvanivka,Artillerie russe,"30,06,2022",,Ukraine,
Verkhnokamyanka,Combats,"30,06,2022",,Contesté,
Lysychansk,Combats,"30,06,2022",,Contesté,
Vovchoyarivka,Combats,"30,06,2022",,Contesté,
Siversk,Artillerie russe,"30,06,2022",,Ukraine,
Pokrovske,Artillerie russe,"30,06,2022",,Ukraine,
Prudyanka,Artillerie russe,"30,06,2022",,Ukraine,
Dementiivka,Combats,"30,06,2022",,Ukraine,
Pytomnyk,Artillerie russe,"30,06,2022",,Ukraine,
Kharkiv,Artillerie russe,"30,06,2022",,Ukraine,
Peremoha,Artillerie russe,"30,06,2022",,Ukraine,
Ukrainka,Artillerie russe,"30,06,2022",,Ukraine,
Rubizhne K,Artillerie russe,"30,06,2022",,Ukraine,
Verkhnii Saltiv,Artillerie russe,"30,06,2022",,Ukraine,
Potomkyne,Combats,"30,06,2022",,Ukraine,
île des serpents,Bombardement,"30,06,2022",,Abandonné,
Serhiyivka,Bombardement,"01,07,2022",,Ukraine,odesa
île des serpents,Bombardement,"01,07,2022",,Abandonné,
Asiivka,Artillerie russe,"01,07,2022",,Ukraine,kharkiv
Hrushuvakha,Artillerie russe,"01,07,2022",,Ukraine,
Dibrovne,Artillerie russe,"01,07,2022",,Ukraine,
Mykilske,Artillerie russe,"01,07,2022",,Ukraine,
Mazanivka,Artillerie russe,"01,07,2022",,Ukraine,
Dovgenke,Artillerie russe,"01,07,2022",,Inconnu,
Krasnopillya,Artillerie russe,"01,07,2022",,Ukraine,
Dolyna,Artillerie russe,"01,07,2022",,Ukraine,
Bohorodychne,Artillerie russe,"01,07,2022",,Inconnu,
Sydorove,Artillerie russe,"01,07,2022",,Ukraine,
Mayake,Artillerie russe,"01,07,2022",,Ukraine,
Sloviansk,Artillerie russe,"01,07,2022",,Ukraine,
Kryva Luka,Artillerie russe,"01,07,2022",,Ukraine,proche sloviansk
Siversk,Artillerie russe,"01,07,2022",,Ukraine,
Pereizne,Artillerie russe,"01,07,2022",,Ukraine,
Privillya,Artillerie russe,"01,07,2022",,Inconnu,
Lysychansk,Artillerie russe,"01,07,2022",,Ukraine,
Zolotarivka ,Artillerie russe,"01,07,2022",,Ukraine,
Vovchoyarivka,Artillerie russe,"01,07,2022",,Inconnu,
Loskutivka,Artillerie russe,"01,07,2022",,Ukraine,
Berestov,Artillerie russe,"01,07,2022",,Ukraine,
Yakovlivka,Artillerie russe,"01,07,2022",,Ukraine,
Pokrovske,Artillerie russe,"01,07,2022",,Ukraine,
Bakhmut,Artillerie russe,"01,07,2022",,Ukraine,
Klynove,Artillerie russe,"01,07,2022",,Ukraine,
Vershyna,Artillerie russe,"01,07,2022",,Ukraine,
Kodema,Artillerie russe,"01,07,2022",,Ukraine,
Novoluhanske,Artillerie russe,"01,07,2022",,Ukraine,
Travneve,Artillerie russe,"01,07,2022",,Ukraine,
Zaytseve,Artillerie russe,"01,07,2022",,Ukraine,
New York,Artillerie russe,"01,07,2022",,Ukraine,
Vovchoyarivka,Combats,"01,07,2022",,Ukraine,
Lysychansk,Combats,"01,07,2022",,Ukraine,
Novodruzhesk,Combats,"01,07,2022",,Ukraine,lysychansk
Topolivka,Combats,"01,07,2022",,Inconnu,lysychansk
Barvinkove,Artillerie russe,"02,07,2022",,Ukraine,
Kurulka,Artillerie russe,"02,07,2022",,Ukraine,
Dolyna,Artillerie russe,"02,07,2022",,Ukraine,
Adamivka,Artillerie russe,"02,07,2022",,Ukraine,
Bilohorivka,Artillerie russe,"02,07,2022",,Ukraine,
Kodema,Artillerie russe,"02,07,2022",,Ukraine,
Bohorodychne,Combats,"02,07,2022",,Ukraine,
Berestov,Combats,"02,07,2022",,Ukraine,
Verkhnokamyanka,Combats,"02,07,2022",,Russie,
Zolotarivka ,Artillerie russe,"02,07,2022",,Ukraine,
Ivanivka,Combats,"02,07,2022",,Ukraine,
Arkhanhelske,Combats,"02,07,2022",,Contesté,Kherson
Lysychansk,Combats,"02,07,2022",,Contesté,
île des serpents,Bombardement,"01,07,2022",,Abandonné,
Chornobaivka,Artillerie Ukrainienne,"02,07,2022",,Russie,
Kiselivka,Artillerie Ukrainienne,"02,07,2022",,Contesté,Kherson
Shypylivka,Combats,"02,07,2022",,Russie,lysychansk
Stanislav,Combats,"02,07,2022",,Ukraine,
Shyrokabalka,Fortification,"02,07,2022",,Russie,Kherson
Tomynabalka,Fortification,"02,07,2022",,Russie,Kherson
Pravdyne,Combats,"02,07,2022",,Ukraine,
Stepova Dolyna,Combats,"02,07,2022",,Contesté,
Klapaya,Combats,"02,07,2022",,Ukraine,
Zelenyi Hai,Combats,"02,07,2022",,Ukraine,
Barvinok,Combats,"02,07,2022",,Ukraine,
Zolotarivka ,Combats,"03,07,2022",,Russie,
Klynove,Combats,"03,07,2022",,Contesté,
Bilohorivka,Combats,"03,07,2022",,Russie,
Sloviansk,Artillerie russe,"03,07,2022",,Ukraine,
Virnopillya,Artillerie russe,"03,07,2022",,Ukraine,
Dibrovne,Artillerie russe,"03,07,2022",,Ukraine,
Sukha Kamyanka,Artillerie Ukrainienne,"03,07,2022",,Russie,Izyum
Krasnopillya,Artillerie russe,"03,07,2022",,Ukraine,
Mayake,Artillerie russe,"03,07,2022",,Ukraine,
Pokrovske,Artillerie russe,"03,07,2022",,Ukraine,
Novoluhanske,Artillerie russe,"03,07,2022",,Ukraine,
Travneve,Artillerie russe,"03,07,2022",,Ukraine,
Mazanivka,Combats,"03,07,2022",,Ukraine,
Spirne,Combats,"03,07,2022",,Ukraine,
Ivanivka,Combats,"03,07,2022",,Ukraine,
Novodruzhesk,Combats,"03,07,2022",,Russie,
Nesteryanka,Combats,"03,07,2022",,Russie,zaporizhia
Lyubymivka,Incident,"03,07,2022",,Russie,zaporizhia
Polohy,Artillerie russe,"03,07,2022",,Russie,
Charivne,Artillerie russe,"03,07,2022",,Ukraine,zaporizhia
Vremivka,Artillerie russe,"03,07,2022",,Ukraine,
Shevchenke,Artillerie russe,"03,07,2022",,Ukraine,
Novomykhailivka,Artillerie russe,"03,07,2022",,Ukraine,
Kursk,Bombardement,"03,07,2022",,Russie,
Belgorod,Bombardement,"03,07,2022",,Russie,
Velyka Komyshuvakha,Artillerie russe,"04,07,2022",,Ukraine,
Virnopillya,Artillerie russe,"04,07,2022",,Ukraine,
Dibrovne,Artillerie russe,"04,07,2022",,Ukraine,
Krasnopillya,Artillerie russe,"04,07,2022",,Ukraine,
Dolyna,Artillerie russe,"04,07,2022",,Ukraine,
Bohorodychne,Artillerie russe,"04,07,2022",,Ukraine,
Tetyanivka,Artillerie russe,"04,07,2022",,Ukraine,
Spirne,Artillerie russe,"04,07,2022",,Ukraine,
Vershyna,Artillerie russe,"04,07,2022",,Ukraine,
Mazanivka,Combats,"04,07,2022",,Ukraine,
Bilohorivka,Combats,"04,07,2022",,Contesté,
Berestov,Combats,"04,07,2022",,Ukraine,
Centrale de Vuhlehirska,Combats,"04,07,2022",,Ukraine,entre popasna et horlivka
Donetsk,Artillerie Ukrainienne,"04,07,2022",,Russie,
Bilozerka,Artillerie Ukrainienne,"04,07,2022",,Russie,
Snizhne,Artillerie Ukrainienne,"04,07,2022",,Russie,Donetsk
Petrivka,Artillerie russe,"04,07,2022",,Ukraine,
Cherkasky Tyshky,Artillerie russe,"04,07,2022",,Ukraine,
Kharkiv,Artillerie russe,"04,07,2022",,Ukraine,
Marinka,Combats,"04,07,2022",,Ukraine,
Vuhledar,Combats,"04,07,2022",,Ukraine,
Novomykhailivka,Combats,"04,07,2022",,Ukraine,
Vasylivka,Combats,"04,07,2022",,Contesté,
Klynove,Combats,"04,07,2022",,Inconnu,
Pokrovske,Artillerie russe,"04,07,2022",,Ukraine,
Zolotarivka ,Combats,"04,07,2022",,Russie,
Potomkyne,Combats,"04,07,2022",,Ukraine,
Ivanivka,Combats,"04,07,2022",,Ukraine,
Prudyanka,Combats,"04,07,2022",,Ukraine,
île des serpents,Mouvement de troupes,"04,07,2022",,Ukraine,
Lozove,Combats,"05,07,2022",,Ukraine,
Bilohorivka,Combats,"05,07,2022",,Ukraine,
Solodke,Combats,"05,07,2022",,Ukraine,
Verkhnokamyanske,Combats,"05,07,2022",,Ukraine,
Spirne,Combats,"05,07,2022",,Russie,
Donetsk,Artillerie Ukrainienne,"05,07,2022",,Russie,
Kadiivka,Artillerie Ukrainienne,"05,07,2022",,Russie,Luhansk
Yakovlivka,Artillerie Ukrainienne,"05,07,2022",,Russie,
Lupareve,Artillerie russe,"05,07,2022",,Ukraine,mykolaiv
Myrne,Artillerie russe,"05,07,2022",,Ukraine,Kherson
Shevchenkove,Artillerie russe,"05,07,2022",,Ukraine,mykolaiv
Partyzanske,Artillerie russe,"05,07,2022",,Ukraine,
Chernova Dolyna,Artillerie russe,"05,07,2022",,Ukraine,mykolaiv
Kobzartsi,Artillerie russe,"05,07,2022",,Ukraine,mykolaiv
Bereznehuvate,Artillerie russe,"05,07,2022",,Ukraine,mykolaiv
Zarichne,Artillerie russe,"05,07,2022",,Ukraine,
Ivanivka,Artillerie russe,"05,07,2022",,Ukraine,
Knyazivka,Artillerie russe,"05,07,2022",,Ukraine,
Topolyne,Artillerie russe,"05,07,2022",,Ukraine,zaporizhia
Potomkyne,Artillerie russe,"05,07,2022",,Ukraine,
Dobryanka,Artillerie russe,"05,07,2022",,Ukraine,zaporizhia
Osokorivka,Artillerie russe,"05,07,2022",,Ukraine,
Olhyne,Artillerie russe,"05,07,2022",,Ukraine,
Pervomaysk,Artillerie russe,"05,07,2022",,Ukraine,
Chepil,Artillerie russe,"05,07,2022",,Ukraine,
